"Affy133aProbeID","Gene.Symbol.x","LocusLink.x","pvalueCox55","HazardRatio55","HR55lower95","HR55upper95","HR.SD55","pvalueCox65","HazardRatio65","HR65lower95","HR65upper95","ModuleColor55","HR.SD65","colorh1","GS55","kTotal","kWithin","kOut","kDiff","GS65","kTotal.1","kWithin.1","kOut.1","kDiff.1"
"202705_at","CCNB2","9133",0.112,1.05,0.6,1.83,0.284,0.715,1.06,0.637,1.76,"brown",0.259,"brown",0.950781977329818,38.2364693275736,27.96531202468,10.2711573028936,17.6941547217864,0.145693958198919,13.7373534340271,11.6246774860415,2.11267594798561,9.51200153805584
"202712_s_at","CKMT1","1159",0.358,1.58,0.898,2.77,0.287,0.808,0.837,0.499,1.4,"turquoise",0.263,"turquoise",0.446116973356126,244.247404827839,226.044637698741,18.2027671290977,207.841870569644,0.0925886392254138,118.087914343892,98.7460035914396,19.3419107524522,79.4040928389874
"202715_at","CAD","790",0.721,0.554,0.313,0.98,0.291,0.174,0.771,0.462,1.29,"turquoise",0.261,"turquoise",0.142064735280571,27.0156180679381,14.3022404036689,12.7133776642691,1.58886273939977,0.7594507517174,16.5794045466131,6.64300686144171,9.9363976851714,-3.29339082372970
"202716_at","PTPN1","5770",0.771,0.798,0.456,1.4,0.286,0.00718,1.7,1,2.89,"grey",0.27,"grey",0.112945621949043,19.5460532802206,8.13255197281985,11.4135013074007,-3.28094933458088,2.1438755557577,5.05925813716693,2.57911430183939,2.48014383532754,0.0989704665118492
"202718_at","IGFBP2","3485",0.317,1.25,0.714,2.2,0.287,0.000235,2.72,1.57,4.74,"grey",0.283,"grey",0.498940737782249,22.1152647837865,10.2556701643764,11.8595946194101,-1.60392445503377,3.62893213772826,31.7855792216669,13.8301273281406,17.9554518935262,-4.12532456538559
"202720_at","TES","26136",0.578,1.18,0.674,2.07,0.286,0.489,1.06,0.618,1.81,"blue",0.275,"blue",0.238072161579471,74.4059587121219,63.9107617783768,10.4951969337451,53.4155648446318,0.310691140876380,13.2689407329373,8.54258461998086,4.72635611295648,3.81622850702438
"202722_s_at","GFPT1","2673",0.363,1.07,0.611,1.86,0.284,0.974,1.11,0.67,1.85,"grey",0.259,"grey",0.440093374963887,34.5137231385731,12.2117975894407,22.3019255491323,-10.0901279596916,0.0114410431213845,3.15291791422939,1.42994943866176,1.72296847556763,-0.293019036905866
"202726_at","LIG1","3978",0.929,0.927,0.531,1.62,0.284,0.105,1.5,0.903,2.51,"grey",0.261,"grey",0.0319842860063582,20.7597838813647,7.08010620406365,13.6796776773010,-6.5995714732374,0.978810700930062,6.94132399224146,2.35573107241568,4.58559291982578,-2.22986184741009
"202727_s_at","IFNGR1","3459",0.806,0.827,0.469,1.46,0.289,0.298,0.668,0.4,1.11,"blue",0.261,"blue",0.0936649581949093,28.7495423670716,25.7473799589631,3.00216240810849,22.7452175508546,0.525783735923745,22.7667554931190,18.5733833967598,4.19337209635916,14.3800113004006
"202729_s_at","LTBP1","4052",0.205,1.26,0.715,2.21,0.288,0.144,0.9,0.539,1.51,"blue",0.262,"blue",0.688246138944246,56.8990925029372,34.1446384074841,22.7544540954531,11.3901843120310,0.84163750790475,3.68273750722691,0.782931262089885,2.89980624513703,-2.11687498304714
"202733_at","P4HA2","8974",0.00752,1.94,1.08,3.49,0.299,0.0875,1.36,0.816,2.26,"grey",0.26,"grey",2.12378215940836,58.8875787176701,36.7541231401580,22.1334555775121,14.6206675626458,1.05799194697769,39.6539987349807,21.8125944583815,17.8414042765992,3.9711901817823
"202734_at","TRIP10","9322",0.961,0.942,0.54,1.64,0.284,0.126,1.42,0.855,2.36,"grey",0.259,"grey",0.0172766123314547,49.9105688152368,22.7944477610642,27.1161210541725,-4.32167329310827,0.899629454882437,42.6782071807874,21.8887737001653,20.7894334806221,1.09934021954314
"202737_s_at","LSM4","25804",0.199,1.43,0.808,2.53,0.291,0.00528,1.75,1.05,2.94,"grey",0.264,"grey",0.701146923590293,10.7188195499310,6.33446964170627,4.38434990822468,1.95011973348159,2.27736607746619,3.94295222942791,1.31494652787109,2.62800570155682,-1.31305917368573
"202741_at","PRKACB","5567",0.851,1.06,0.608,1.86,0.286,0.141,0.626,0.373,1.05,"turquoise",0.265,"turquoise",0.0700704399154121,161.218258815347,131.727355940334,29.4909028750128,102.236453065321,0.85078088734462,138.920728612975,117.418748033333,21.5019805796418,95.9167674536916
"202748_at","GBP2","2634",0.153,0.742,0.424,1.3,0.286,0.73,1.21,0.727,2,"blue",0.259,"blue",0.815308569182401,35.7554283920418,19.6087156414555,16.1467127505863,3.46200289086926,0.136677139879544,4.7692944235063,1.23687106659525,3.53242335691105,-2.29555229031580
"202754_at","R3HDM","23518",0.257,1.68,0.952,2.97,0.29,0.988,1.07,0.645,1.77,"turquoise",0.258,"turquoise",0.590066876668705,157.821519914523,135.277465395802,22.5440545187215,112.733410877080,0.00524305541237188,145.87250484772,134.277048470819,11.5954563769006,122.681592093919
"202758_s_at","RFXANK","8625",0.3,0.713,0.408,1.24,0.284,0.322,0.93,0.557,1.55,"grey",0.262,"grey",0.522878745280338,22.1564992755256,9.13566445755749,13.0208348179681,-3.88517036041063,0.492144128304169,20.6012763888461,7.33922684092831,13.2620495479178,-5.92282270698947
"202763_at","CASP3","836",0.139,1.55,0.88,2.75,0.29,0.181,1.14,0.686,1.88,"grey",0.258,"grey",0.856985199745905,14.045475985357,7.6993102795465,6.3461657058105,1.353144573736,0.742321425130815,19.6886419190994,8.6209897298426,11.0676521892568,-2.44666245941423
"202766_s_at","FBN1","2200",0.0229,1.61,0.913,2.83,0.289,0.097,1.23,0.736,2.05,"blue",0.261,"blue",1.64016451766011,66.2015962337928,43.2648689602587,22.9367272735341,20.3281416867246,1.01322826573376,26.0127082022438,13.4968498141426,12.5158583881012,0.980991426041392
"202767_at","ACP2","53",0.901,0.791,0.452,1.38,0.285,0.58,1.05,0.63,1.76,"blue",0.262,"blue",0.045275209020937,46.5213442388227,31.8925939091788,14.6287503296438,17.2638435795350,0.236572006437063,21.9900613120511,10.8782459240897,11.1118153879614,-0.233569463871728
"202768_at","FOSB","2354",0.454,1.06,0.603,1.85,0.286,0.162,1.06,0.641,1.76,"blue",0.258,"blue",0.342944147142896,38.3397036206636,32.5336022189888,5.80610140167482,26.727500817314,0.790484985457369,2.80685984591329,2.48572568256784,0.321134163345455,2.16459151922238
"202769_at","CCNG2","901",0.0445,1.33,0.755,2.33,0.287,0.829,0.925,0.559,1.53,"grey",0.257,"grey",1.35163998901907,16.9280443846705,6.10694695438407,10.8210974302864,-4.71415047590233,0.0814454694497265,7.19604088164763,2.97838088713491,4.21765999451272,-1.23927910737781
"202771_at","FAM38A","9780",0.809,0.812,0.464,1.42,0.286,0.721,1.06,0.64,1.76,"grey",0.258,"grey",0.0920514783877277,40.6297211394522,16.8167739831045,23.8129471563478,-6.99617317324331,0.142064735280571,25.2249571327489,11.8604371409106,13.3645199918382,-1.50408285092762
"202777_at","SHOC2","8036",0.97,0.955,0.542,1.68,0.289,0.146,0.788,0.474,1.31,"turquoise",0.26,"turquoise",0.0132282657337552,26.4659449809334,22.1942376666899,4.2717073142435,17.9225303524464,0.835647144215563,43.2300960081378,34.7862865067822,8.44380950135552,26.3424770054267
"202779_s_at","UBE2S","27338",0.0584,1.49,0.852,2.61,0.285,0.0444,1.1,0.666,1.83,"brown",0.258,"brown",1.2335871528876,28.7429392489058,20.0029875619911,8.73995168691471,11.2630358750764,1.35261702988538,14.8682158778122,10.4924354058469,4.37578047196529,6.11665493388163
"202780_at","OXCT1","5019",0.28,1.05,0.6,1.83,0.284,0.959,0.948,0.573,1.57,"turquoise",0.257,"turquoise",0.552841968657781,151.626406887982,137.683880230321,13.9425266576611,123.741353572660,0.0181813928293364,129.234091549397,117.486844777693,11.7472467717040,105.739598005989
"202786_at","STK39","27347",0.0705,2.07,1.17,3.66,0.292,0.818,0.899,0.54,1.5,"turquoise",0.26,"turquoise",1.15181088300860,73.6488216568249,50.5303894450233,23.1184322118016,27.4119572332217,0.087246696328677,2.67458208464632,1.52312908843813,1.15145299620818,0.371676092229948
"202788_at","MAPKAPK3","7867",0.488,0.761,0.436,1.33,0.284,0.0358,0.739,0.443,1.23,"blue",0.261,"blue",0.311580177997289,32.0359350859173,23.2589744009785,8.77696068493882,14.4820137160396,1.44611697335613,30.231630547643,17.7634603025888,12.4681702450542,5.29529005753456
"202790_at","CLDN7","1366",0.104,1.34,0.767,2.33,0.284,0.132,1.31,0.776,2.23,"grey",0.269,"grey",0.98296666070122,8.59404772050838,6.61568830658988,1.97835941391851,4.63732889267137,0.87942606879415,5.64396946254275,1.76931503769379,3.87465442484896,-2.10533938715517
"202794_at","INPP1","3628",0.873,0.91,0.521,1.59,0.285,0.179,0.695,0.417,1.16,"grey",0.26,"grey",0.0589857562944303,36.1273168589422,15.4800627462528,20.6472541126894,-5.16719136643658,0.747146969020107,15.7154575794418,5.77228691306072,9.94317066638104,-4.17088375332031
"202797_at","SACM1L","22908",0.93,0.655,0.375,1.14,0.284,0.28,1.46,0.871,2.44,"grey",0.263,"grey",0.0315170514460649,21.9453368890499,6.67794905339946,15.2673878356504,-8.58943878225096,0.552841968657781,1.95288419963253,0.791896769587543,1.16098743004499,-0.369090660457443
"202799_at","CLPP","8192",0.995,1.26,0.721,2.2,0.285,0.158,1.18,0.714,1.97,"grey",0.258,"grey",0.00217691925427455,18.6888618714225,8.68560041415998,10.0032614572626,-1.31766104310259,0.801342913045577,12.0752051946384,6.61693310972628,5.45827208491208,1.1586610248142
"2028_s_at","E2F1","1869",0.998,0.917,0.524,1.6,0.286,0.367,0.945,0.571,1.57,"grey",0.257,"grey",0.000869458712628891,12.7805205069708,6.59931648458962,6.18120402238116,0.418112462208464,0.435333935747911,4.33741750167999,1.04815375341054,3.28926374826945,-2.24110999485892
"202803_s_at","ITGB2","3689",0.888,0.709,0.406,1.24,0.285,0.727,1.08,0.65,1.78,"blue",0.258,"blue",0.051587034221399,113.155823850930,91.8002328852334,21.3555909656970,70.4446419195364,0.138465589140962,92.2181140558266,72.4110749580094,19.8070390978172,52.6040358601921
"202804_at","ABCC1","4363",0.907,0.975,0.558,1.7,0.285,0.631,1.11,0.669,1.86,"blue",0.26,"blue",0.0423927129399047,34.2760098761774,16.8910521427675,17.3849577334100,-0.493905590642491,0.199970640755866,14.1858108373250,3.71038082718678,10.4754300101382,-6.7650491829514
"202806_at","DBN1","1627",0.778,1.23,0.7,2.18,0.289,0.926,0.873,0.524,1.46,"grey",0.261,"grey",0.109020403010311,11.9515935290601,6.89995656354182,5.05163696551829,1.84831959802353,0.0333890133180656,3.82354000766993,2.25968155180364,1.56385845586628,0.695823095937358
"202808_at","C10orf26","54838",0.911,1.01,0.58,1.77,0.284,0.631,0.967,0.584,1.6,"blue",0.257,"blue",0.0404816230270017,14.0262006621448,11.9123563786080,2.11384428353682,9.79851209507114,0.199970640755866,0.90849187480008,0.524185298377343,0.384306576422737,0.139878721954606
"202812_at","GAA","2548",0.832,1.14,0.651,2.01,0.288,0.875,1.7,1.02,2.84,"blue",0.261,"blue",0.079876673709276,68.9996692667313,38.6206088260518,30.3790604406795,8.24154838537233,0.0579919469776868,50.4317837680725,37.8869902806206,12.5447934874520,25.3421967931686
"202816_s_at","SS18","6760",0.857,0.791,0.452,1.39,0.286,0.139,0.75,0.443,1.27,"grey",0.268,"grey",0.0670191780768018,49.0934319710147,15.6193011816178,33.4741307893969,-17.8548296077791,0.856985199745905,6.26240478067817,2.37705757127432,3.88534720940386,-1.50828963812954
"202820_at","AHR","196",0.797,0.771,0.441,1.35,0.285,0.898,1.18,0.707,1.97,"blue",0.261,"blue",0.0985416786038876,60.8743966559308,34.8500156336911,26.0243810222397,8.82563461145139,0.0467236633326956,12.6845132797437,5.1103491447349,7.57416413500884,-2.46381499027394
"202822_at","LPP","4026",0.373,1.04,0.594,1.83,0.287,0.376,1.09,0.65,1.81,"grey",0.262,"grey",0.428291168191312,21.1614855441567,8.02592079113449,13.1355647530222,-5.10964396188769,0.424812155072339,18.0603957576770,8.47008489951056,9.59031085816648,-1.12022595865593
"202833_s_at","SERPINA1","5265",0.795,0.727,0.416,1.27,0.285,0.802,1.27,0.762,2.11,"grey",0.26,"grey",0.0996328713435297,49.6756914624015,18.8653482851328,30.8103431772687,-11.9449948921359,0.0958256317158365,27.1997033597275,8.0865778115576,19.1131255481699,-11.0265477366123
"202838_at","FUCA1","2517",0.0584,1.53,0.875,2.67,0.284,0.356,1,0.605,1.66,"blue",0.258,"blue",1.2335871528876,108.966026434432,96.2883767685642,12.6776496658679,83.6107271026963,0.448550002027125,23.0618939441084,20.2535448027404,2.80834914136806,17.4451956613723
"202847_at","PCK2","5106",0.0706,2.04,1.14,3.66,0.298,0.366,1.69,1.01,2.83,"blue",0.263,"blue",1.15119529894820,68.0220522867438,51.5523996934984,16.4696525932454,35.082747100253,0.436518914605589,16.8427452894652,9.04379501207567,7.79895027738957,1.24484473468610
"202851_at","FLJ11506","79719",0.708,0.773,0.44,1.36,0.288,0.518,0.88,0.531,1.46,"grey",0.258,"grey",0.149966742310231,10.7999120171823,6.85660769043842,3.94330432674383,2.91330336369459,0.285670240254767,4.09709809556307,1.84147874948290,2.25561934608017,-0.414140596597276
"202853_s_at","RYK","6259",0.936,1.15,0.661,2.02,0.284,0.644,1.03,0.624,1.71,"grey",0.258,"grey",0.0287241512618947,33.5320733303363,11.6383567838288,21.8937165465075,-10.2553597626788,0.191114132640188,15.2760311153799,3.75375696505077,11.5222741503292,-7.76851718527839
"202854_at","HPRT1","3251",0.0179,2.3,1.3,4.09,0.293,0.985,0.944,0.565,1.58,"turquoise",0.262,"turquoise",1.74714696902011,121.823095436258,116.436484913206,5.386610523052,111.049874390154,0.00656376950238827,94.274230655796,90.384244603288,3.88998605250795,86.4942585507801
"202858_at","U2AF1","7307",0.901,0.953,0.545,1.67,0.285,0.738,1.06,0.642,1.77,"grey",0.258,"grey",0.045275209020937,28.0610818035612,7.31702686825546,20.7440549353057,-13.4270280670503,0.131943638176958,18.6621623724555,2.38366386445617,16.2784985079993,-13.8948346435432
"202859_x_at","IL8","3576",0.796,0.76,0.435,1.33,0.285,0.00767,1.26,0.759,2.08,"grey",0.257,"grey",0.099086932262331,22.8552515054412,16.4288266084635,6.42642489697761,10.0024017114859,2.11520463605102,25.1053988009914,15.4530167357172,9.65238206527417,5.80063467044307
"202862_at","FAH","2184",0.115,1.26,0.724,2.21,0.285,0.275,1,0.602,1.67,"blue",0.26,"blue",0.939302159646388,31.1521870775993,17.2128294459041,13.9393576316952,3.27347181420894,0.560667306169737,35.4779512147873,20.2166441942256,15.2613070205617,4.95533717366393
"202863_at","SP100","6672",0.924,0.81,0.464,1.41,0.284,0.146,1.54,0.927,2.57,"blue",0.26,"blue",0.0343280287798933,95.2147493589537,71.9813539841098,23.2333953748438,48.747958609266,0.835647144215563,72.9698233625058,35.6174068232449,37.3524165392609,-1.73500971601607
"202868_s_at","POP4","10775",0.358,1.47,0.832,2.6,0.29,0.632,1.52,0.906,2.54,"grey",0.263,"grey",0.446116973356126,10.6506919615734,6.94148743926594,3.70920452230749,3.23228291695845,0.199282921717615,17.7365179373785,9.91756724214648,7.818950695232,2.09861654691448
"202870_s_at","CDC20","991",0.0109,2.7,1.47,4.96,0.311,0.0718,1.04,0.623,1.73,"brown",0.261,"brown",1.96257350205938,49.3146554928947,41.2765359970573,8.03811949583734,33.23841650122,1.1438755557577,23.4653830765095,19.0420959128852,4.42328716362427,14.6188087492609
"202878_s_at","C1QR1","22918",0.86,0.978,0.559,1.71,0.286,0.272,1.39,0.831,2.33,"blue",0.262,"blue",0.0655015487564323,133.283114792519,87.7686224457569,45.5144923467617,42.2541300989952,0.565431095965801,41.814113943285,18.9583234018006,22.8557905414844,-3.89746713968383
"202879_s_at","PSCD1","9267",0.576,0.531,0.295,0.953,0.299,0.806,0.947,0.57,1.57,"grey",0.259,"grey",0.239577516576788,9.09991449498327,5.43959220959419,3.66032228538907,1.77926992420512,0.0936649581949093,4.66337911486338,2.73937232453723,1.92400679032615,0.815365534211088
"202888_s_at","ANPEP","290",0.0494,1.13,0.642,1.97,0.286,0.976,1.01,0.607,1.68,"blue",0.259,"blue",1.30627305107635,47.6889978163249,30.8778853037022,16.8111125126226,14.0667727910796,0.0105501823333082,6.28349735608491,2.56177190579866,3.72172545028626,-1.1599535444876
"202900_s_at","NUP88","4927",0.639,0.888,0.508,1.55,0.285,0.591,0.981,0.593,1.62,"brown",0.257,"brown",0.194499141841600,12.73104538548,6.04134541249836,6.68969997298165,-0.648354560483282,0.228412519118745,8.8727408114617,1.91373113727653,6.95900967418516,-5.04527853690863
"202902_s_at","CTSS","1520",0.359,0.779,0.445,1.36,0.285,0.373,0.99,0.598,1.64,"blue",0.257,"blue",0.444905551421681,118.090206028709,91.8537098909256,26.2364961377834,65.6172137531422,0.428291168191312,57.8265586219687,50.2374963305528,7.58906229141591,42.6484340391369
"202908_at","WFS1","7466",0.757,0.889,0.509,1.55,0.284,0.851,1.26,0.759,2.1,"turquoise",0.259,"turquoise",0.120904120499927,26.3958990092034,21.6120632702276,4.78383573897582,16.8282275312518,0.0700704399154121,12.762508359824,10.5826472374595,2.17986112236449,8.40278611509503
"202910_s_at","CD97","976",0.36,1.4,0.796,2.45,0.286,0.17,1.34,0.8,2.23,"grey",0.262,"grey",0.443697499232713,39.2544549476544,20.5651743827544,18.6892805649,1.87589381785442,0.769551078621726,24.5771913379829,11.0340571018834,13.5431342360995,-2.50907713421606
"202911_at","MSH6","2956",0.359,1.3,0.743,2.29,0.287,0.285,1.37,0.825,2.29,"brown",0.26,"brown",0.444905551421681,20.9810392531372,14.4809701832689,6.50006906986831,7.9809011134006,0.54515513999149,16.9170883573875,6.99626183838475,9.92082651900274,-2.92456468061799
"202912_at","ADM","133",0.784,1.36,0.776,2.38,0.286,0.00346,1.77,1.06,2.96,"grey",0.262,"grey",0.105683937315562,21.5990885679934,16.0034266561017,5.5956619118917,10.4077647442100,2.46092390120722,27.6779424657174,18.9103729610577,8.76756950465966,10.1428034563981
"202917_s_at","S100A8","6279",0.784,0.871,0.499,1.52,0.284,0.229,1.9,1.11,3.24,"blue",0.272,"blue",0.105683937315562,81.3395285731573,65.2319551336035,16.1075734395538,49.1243816940497,0.640164517660112,11.5085832652744,8.6764821515569,2.83210111371753,5.84438103783936
"202919_at","PREI3","25843",0.818,1.04,0.592,1.81,0.285,0.806,0.76,0.456,1.27,"grey",0.261,"grey",0.087246696328677,30.9449766082752,8.62521410494513,22.3197625033300,-13.6945483983849,0.0936649581949093,20.5700209199467,6.75006632104331,13.8199545989033,-7.06988827786003
"202920_at","ANK2","287",0.626,1.24,0.71,2.16,0.284,0.447,0.828,0.5,1.37,"turquoise",0.257,"turquoise",0.203425666789570,61.674352793001,47.4793710177935,14.1949817752075,33.2843892425859,0.349692476868063,47.699253219682,40.9260313641740,6.77322185550808,34.1528095086659
"202926_at","NAG","51594",0.813,0.75,0.427,1.32,0.287,0.931,1.53,0.925,2.54,"grey",0.258,"grey",0.0899094544059319,21.4085983965293,10.4048211813842,11.0037772151451,-0.598956033760942,0.0310503190186574,0.720719317464005,0.456246062997866,0.264473254466139,0.191772808531727
"202927_at","PIN1","5300",0.41,1.41,0.806,2.48,0.287,0.362,1.49,0.877,2.54,"turquoise",0.271,"turquoise",0.387216143280264,55.943921350718,47.7714818996112,8.17243945110674,39.5990424485045,0.441291429466834,18.8822247829081,15.1881093962316,3.69411538667645,11.4939940095552
"202930_s_at","SUCLA2","8803",0.507,0.924,0.528,1.62,0.286,0.321,1.1,0.66,1.82,"turquoise",0.259,"turquoise",0.294992040666664,65.2564365408144,52.2760668256515,12.9803697151629,39.2956971104886,0.493494967595128,21.6319673940673,19.3317117859079,2.30025560815934,17.0314561777486
"202934_at","HK2","3099",0.857,1.04,0.596,1.81,0.283,0.122,1.17,0.703,1.96,"grey",0.261,"grey",0.0670191780768018,12.6639833459465,10.1441174463010,2.51986589964549,7.6242515466555,0.913640169325252,26.816021514863,16.2348946073049,10.5811269075581,5.65376769974677
"202942_at","ETFB","2109",0.421,1.47,0.84,2.57,0.286,0.338,1.82,1.07,3.09,"grey",0.271,"grey",0.375717904164332,31.3758491655683,8.52796378982218,22.8478853757461,-14.3199215859239,0.471083299722345,4.01775767257927,1.27245790690115,2.74529976567812,-1.47284185877697
"202943_s_at","NAGA","4668",0.876,0.709,0.406,1.24,0.284,0.773,0.99,0.597,1.64,"blue",0.258,"blue",0.0574958938319193,107.592089621123,69.7299199946917,37.8621696264309,31.8677503682608,0.111820506081675,73.3003377757314,43.8025147649019,29.4978230108295,14.3046917540725
"202945_at","FPGS","2356",0.404,0.715,0.408,1.25,0.286,0.686,1.34,0.805,2.24,"turquoise",0.261,"turquoise",0.393618634889395,43.9688188382653,32.9247626163436,11.0440562219217,21.8807063944219,0.163675884293248,11.2814608187419,2.97824726331421,8.30321355542772,-5.32496629211351
"202946_s_at","BTBD3","22903",0.261,1.2,0.685,2.09,0.284,0.572,1.07,0.644,1.76,"turquoise",0.257,"turquoise",0.583359492661719,43.6060045573344,29.4023896361006,14.2036149212338,15.1987747148668,0.242603971206976,30.0119712512694,25.6022907209919,4.40968053027751,21.1926101907144
"202947_s_at","GYPC","2995",0.151,1.62,0.925,2.86,0.288,0.742,1.05,0.632,1.76,"blue",0.261,"blue",0.82102305270683,70.7248323500259,59.3292780604534,11.3955542895725,47.9337237708808,0.129596094720973,7.32644398166354,4.19682345022368,3.12962053143986,1.06720291878381
"202948_at","IL1R1","3554",0.139,1.49,0.843,2.64,0.291,0.222,1.28,0.765,2.13,"grey",0.261,"grey",0.856985199745905,58.1575311562265,29.2112407346034,28.9462904216231,0.264950312980268,0.653647025549361,21.1310108755703,10.8271020465479,10.3039088290224,0.523193217525424
"202949_s_at","FHL2","2274",0.051,1.4,0.801,2.45,0.285,0.038,1.45,0.85,2.46,"blue",0.271,"blue",1.29242982390206,37.934217625866,28.0955181810650,9.83869944480096,18.2568187362641,1.42021640338319,14.3923938646151,6.72347847063602,7.66891539397904,-0.945436923343019
"202951_at","STK38","11329",0.265,1.07,0.61,1.86,0.285,0.973,0.987,0.595,1.64,"blue",0.258,"blue",0.576754126063192,54.9347797007519,25.9754387393087,28.9593409614432,-2.98390222213445,0.0118871597316481,14.4609003294213,3.16338212839426,11.2975182010271,-8.1341360726328
"202952_s_at","ADAM12","8038",0.767,0.84,0.48,1.47,0.285,0.0852,1.99,1.15,3.45,"grey",0.279,"grey",0.115204636051019,41.477947224871,23.6274830698646,17.8504641550064,5.77701891485813,1.0695604052333,24.0147041280885,12.5632590591981,11.4514450688905,1.11181399030760
"202953_at","C1QB","713",0.912,0.824,0.473,1.44,0.284,0.832,1.28,0.774,2.13,"blue",0.258,"blue",0.0400051616715838,103.270423282903,80.5669883192141,22.7034349636888,57.8635533555253,0.079876673709276,61.9613614058426,46.7958478305512,15.1655135752914,31.6303342552598
"202954_at","UBE2C","11065",0.00321,2.09,1.15,3.8,0.306,0.0259,1.12,0.677,1.86,"brown",0.258,"brown",2.49349496759513,41.5184795027179,32.1916821302836,9.32679737243431,22.8648847578492,1.58670023591875,29.3550335019854,22.7619938456191,6.59303965636635,16.1689541892528
"202957_at","HCLS1","3059",0.736,0.704,0.403,1.23,0.285,0.555,0.981,0.592,1.63,"blue",0.258,"blue",0.133122185662501,96.6636448856803,84.3410907904487,12.3225540952316,72.018536695217,0.255707016877324,57.4826084811932,48.2121771835832,9.27043129761,38.9417458859732
"202967_at","GSTA4","2941",0.672,0.897,0.513,1.57,0.285,0.221,0.678,0.392,1.17,"grey",0.28,"grey",0.172630726946175,44.7994173924983,24.2466748118220,20.5527425806763,3.69393223114574,0.655607726314889,32.5473062434818,17.8394017030993,14.7079045403825,3.13149716271677
"202974_at","MPP1","4354",0.175,0.998,0.572,1.74,0.284,0.788,1.16,0.685,1.97,"blue",0.269,"blue",0.756961951313705,61.4971103339584,50.1316611798934,11.3654491540649,38.7662120258285,0.103473782510445,1.82778555491819,0.82701359046634,1.00077196445185,-0.173758373985510
"202981_x_at","SIAH1","6477",0.54,1.08,0.621,1.88,0.283,0.824,0.901,0.542,1.5,"grey",0.26,"grey",0.267606240177031,20.2896583248102,12.9194506769824,7.37020764782782,5.54924302915459,0.0840727883028842,5.42063691148538,4.45215104602391,0.96848586546147,3.48366518056244
"202986_at","ARNT2","9915",0.801,1.1,0.633,1.92,0.284,0.558,0.643,0.383,1.08,"grey",0.265,"grey",0.0963674839157623,56.2242894085091,14.604791796185,41.6194976123241,-27.0147058161391,0.253365801062421,59.4050801315321,11.5879594854683,47.8171206460638,-36.2291611605955
"202990_at","PYGL","5836",0.492,1.02,0.583,1.77,0.284,0.181,1.09,0.656,1.8,"grey",0.258,"grey",0.308034897232640,25.3813785602781,12.3351588389221,13.046219721356,-0.71106088243394,0.742321425130815,32.7610951039594,16.4144861010003,16.3466090029591,0.0678770980412082
"202996_at","POLD4","57804",0.958,0.813,0.464,1.42,0.286,0.789,1.16,0.7,1.92,"blue",0.258,"blue",0.0186344909214556,60.3026386014817,32.9621430895859,27.3404955118957,5.6216475776902,0.102922996790580,56.6825458416909,38.1585420931747,18.5240037485163,19.6345383446584
"202998_s_at","LOXL2","4017",0.0477,1.01,0.582,1.77,0.283,0.0265,1.44,0.857,2.41,"grey",0.264,"grey",1.32148162095989,48.8382032064924,32.8060328153712,16.0321703911212,16.7738624242499,1.57675412606319,41.075411073244,22.9563040505865,18.1191070226575,4.83719702792904
"203000_at","STMN2","11075",0.465,1.28,0.733,2.25,0.285,0.417,0.772,0.463,1.29,"turquoise",0.261,"turquoise",0.332547047110046,217.848416923867,194.548628052565,23.2997888713020,171.248839181263,0.379863945026242,189.968499468805,164.608488249694,25.3600112191110,139.248477030583
"203006_at","INPP5A","3632",0.22,1.19,0.682,2.08,0.285,0.506,0.833,0.501,1.38,"turquoise",0.259,"turquoise",0.657577319177794,139.831533599805,113.947225054398,25.8843085454069,88.0629165089915,0.295849483160201,106.058924978052,90.5236156858305,15.5353092922219,74.9883063936087
"203010_at","STAT5A","6776",0.944,0.613,0.343,1.1,0.296,0.531,1.59,0.947,2.66,"blue",0.264,"blue",0.0250280057019311,55.5525373161153,39.3348066009543,16.217730715161,23.1170758857933,0.274905478918531,35.9470104611840,25.7108932044482,10.2361172567358,15.4747759477124
"203020_at","HHL","9910",0.992,0.856,0.487,1.5,0.288,0.511,0.915,0.552,1.52,"turquoise",0.258,"turquoise",0.00348832784582135,177.876275109865,142.221717867379,35.6545572424858,106.567160624893,0.291579099865287,112.599775581700,87.5764264964394,25.0233490852604,62.553077411179
"203022_at","RNASEH2A","10535",0.127,1.24,0.705,2.17,0.286,0.0316,1.13,0.677,1.88,"brown",0.261,"brown",0.896196279044043,36.2038559485665,27.2693403240056,8.93451562456086,18.3348246994448,1.50031291738160,14.7730946967694,7.35505950083605,7.41803519593331,-0.0629756950972578
"203028_s_at","CYBA","1535",0.862,0.624,0.356,1.09,0.286,0.989,1.2,0.719,2,"blue",0.261,"blue",0.0644927341752872,145.277094056694,109.502358853190,35.774735203504,73.7276236496864,0.0048037084028206,70.1084454217882,55.3503098349037,14.7581355868846,40.5921742480191
"203029_s_at","PTPRN2","5799",0.66,1.02,0.584,1.79,0.285,0.109,0.839,0.502,1.4,"turquoise",0.262,"turquoise",0.180456064458131,61.4675502530104,44.0371370590991,17.4304131939113,26.6067238651879,0.962573502059376,48.8785583353801,42.0646080678365,6.8139502675436,35.2506578002929
